date,close,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2019-03-21,881.56,-13.49,-1.51,887.99,894.97,879.03,16261,381407,1.57E+08
2019-03-20,895.05,-1.24,-0.14,891.53,896.12,887.07,12953,248403,1.59E+08
2019-03-19,896.29,-2.24,-0.25,899.46,899.98,890.44,10628,211758,1.59E+08
2019-03-18,898.53,3.71,0.41,895.37,899.01,893.41,12214,238383,1.60E+08
2019-03-15,894.82,18.39,2.1,877.38,895.84,876.44,34844,686201,1.59E+08
2019-03-14,876.43,7.78,0.9,872.53,880.17,870.24,19975,463297,1.56E+08
2019-03-13,868.65,-2.38,-0.27,870.69,871.86,861.98,11417,267235,1.54E+08
2019-03-12,871.03,5.74,0.66,867.54,875.06,866.44,12395,238919,1.54E+08
2019-03-11,865.29,10.03,1.17,857.28,867.68,856.19,11868,244905,1.53E+08
2019-03-08,855.26,-15.08,-1.73,864.26,864.26,854.17,14552,292900,1.52E+08
2019-03-07,870.34,-5.42,-0.62,878.22,879.42,865.89,14554,305813,1.54E+08
2019-03-06,875.76,-0.41,-0.05,871.95,878.61,868.34,12751,289905,1.55E+08
2019-03-05,876.17,-1.55,-0.18,876.34,881.51,872.6,15948,334506,1.55E+08
2019-03-04,877.72,-11.64,-1.31,889.01,892.91,875.53,22357,491826,1.56E+08
2019-02-28,889.36,-3.11,-0.35,893.88,897.66,887.04,22375,500998,1.57E+08
2019-02-27,892.47,-0.84,-0.09,888.81,892.81,883.66,14158,325469,1.58E+08
2019-02-26,893.31,-8.7,-0.96,896.02,896.18,890.44,15102,336353,1.58E+08
2019-02-25,902.01,3.85,0.43,902.18,904.85,896.25,12655,270576,1.59E+08
2019-02-22,898.16,-0.74,-0.08,896.73,898.16,892.55,13425,280630,1.59E+08
2019-02-21,898.9,1.47,0.16,895.39,900.01,893.35,14340,322086,1.59E+08
2019-02-20,897.43,2.52,0.28,895.43,898.94,887.69,18424,431435,1.59E+08
2019-02-19,894.91,-5.96,-0.66,899.47,900.68,892.18,10820,253882,1.58E+08
2019-02-18,900.87,3.89,0.43,899.01,904.83,898.87,12612,272959,1.59E+08
2019-02-15,896.98,-13.06,-1.44,904.37,904.39,893.5,13261,272929,1.58E+08
2019-02-14,910.04,11.62,1.29,896.66,910.04,893.52,20027,431619,1.61E+08
2019-02-13,898.42,11.43,1.29,891.3,899.62,886.77,19832,398162,1.59E+08
2019-02-12,886.99,-3.39,-0.38,893.38,893.38,884.61,15499,374033,1.57E+08
2019-02-11,890.38,-10.09,-1.12,895.51,896.89,888.41,14285,313562,1.57E+08
2019-02-08,900.47,-2.62,-0.29,899.56,905.32,898.79,15858,335098,1.58E+08
2019-02-07,903.09,1.02,0.11,899.14,906.26,894.17,16582,322645,1.59E+08
2019-02-01,902.07,8.08,0.9,895.66,912.07,894.8,17915,452627,1.59E+08
2019-01-31,893.99,8.56,0.97,890.56,900.44,886.94,26389,591341,1.57E+08
2019-01-30,885.43,6.36,0.72,876.39,885.43,871.91,17275,347592,1.57E+08
2019-01-29,879.07,0.9,0.1,878.64,879.07,872.59,14278,285718,1.56E+08
2019-01-28,878.17,-4.1,-0.46,881.93,882.86,876.68,13458,286325,1.56E+08
2019-01-25,882.27,3.4,0.39,873.87,883.73,871.21,15402,342957,1.56E+08
2019-01-24,878.87,15.92,1.84,868.32,879.11,868.32,23069,441820,1.56E+08
2019-01-23,862.95,0.41,0.05,862.9,864.74,857.54,13866,324413,1.53E+08
2019-01-22,862.54,-1.04,-0.12,861.51,864.2,857.85,12744,310261,1.53E+08
2019-01-21,863.58,-4.9,-0.56,868.76,869.77,861.91,11571,246875,1.53E+08
2019-01-18,868.48,-3.66,-0.42,870.83,871.19,865.57,14907,281617,1.53E+08
2019-01-17,872.14,5.28,0.61,869.89,873.86,865.3,18327,391970,1.54E+08
